GI000A1J9JJ0|1368136800000|180.0|0.0
GI000A1J9JJ0|1368223200000|180.0|0.0
GI000A1J9JJ0|1368309600000|180.0|0.0
GI000A1J9JJ0|1368396000000|180.0|0.0
GI000A1J9JJ0|1368482400000|180.0|0.0
GI000A1J9JJ0|1368741600000|180.0|0.0
GI000A1J9JJ0|1368828000000|180.0|0.0
GI000A1J9JJ0|1368914400000|180.0|0.0
GI000A1J9JJ0|1369000800000|180.0|0.0
GI000A1J9JJ0|1369087200000|180.0|0.0
GI000A1J9JJ0|1369346400000|180.0|0.0
GI000A1J9JJ0|1369432800000|180.0|0.0
GI000A1J9JJ0|1369519200000|180.0|0.0
GI000A1J9JJ0|1369605600000|180.0|0.0
GI000A1J9JJ0|1369692000000|180.0|0.0
GI000A1J9JJ0|1370037600000|180.0|0.0
GI000A1J9JJ0|1370124000000|180.0|0.0
GI000A1J9JJ0|1370210400000|180.0|0.0
GI000A1J9JJ0|1370296800000|180.0|0.0
GI000A1J9JJ0|1370642400000|180.0|0.0
GI000A1J9JJ0|1370728800000|180.0|0.0
GI000A1J9JJ0|1370815200000|180.0|0.0
GI000A1J9JJ0|1370901600000|180.0|0.0
GI000A1J9JJ0|1370988000000|180.0|0.0
GI000A1J9JJ0|1371247200000|180.0|0.0
GI000A1J9JJ0|1371333600000|180.0|0.0
GI000A1J9JJ0|1371420000000|180.0|0.0
GI000A1J9JJ0|1371506400000|180.0|0.0
GI000A1J9JJ0|1371592800000|180.0|0.0
GI000A1J9JJ0|1371852000000|180.0|0.0
GI000A1J9JJ0|1371938400000|180.0|0.0
GI000A1J9JJ0|1372024800000|180.0|0.0
GI000A1J9JJ0|1372111200000|180.0|0.0
GI000A1J9JJ0|1372197600000|180.0|0.0
GI000A1J9JJ0|1372456800000|180.0|0.0
GI000A1J9JJ0|1372543200000|180.0|0.0
GI000A1J9JJ0|1372543200000|180.0|0.0
GI000A1J9JJ0|1372629600000|180.0|0.0
GI000A1J9JJ0|1372716000000|180.0|0.0
GI000A1J9JJ0|1372975200000|180.0|0.0
