GI000A1J9JJ0;1415059260;180.0;0.0
GI000A1J9JJ0;1415059260;180.0;0.0
GI000A1J9JJ0;1415059260;180.0;0.0
GI000A1J9JJ0;1415059260;180.0;0.0
GI000A1J9JJ0;1415059320;180.0;0.0
GI000A1J9JJ0;1415059440;180.0;0.0
BMG200452024;1415059218;52.8;264.0
BMG200452024;1415060648;52.45;5245.0
BMG200452024;1415060648;52.3;16213.0
BMG200452024;1415061342;52.6;10520.0
BMG200452024;1415061972;52.6;5260.0
BMG200452024;1415063897;52.6;526.0
BMG200452024;1415066781;52.6;8942.0
BMG200452024;1415067111;52.6;3682.0
BMG200452024;1415067111;52.55;12087.0
BMG200452024;1415067493;52.55;66739.0
BMG200452024;1415071472;52.55;10510.0
BMG200452024;1415074890;52.55;5255.0
BMG200452024;1415075415;52.45;10490.0
BMG200452024;1415079212;52.5;6300.0
BMG200452024;1415080426;52.55;10510.0
BMG200452024;1415080920;52.55;13138.0
BMG200452024;1415081360;52.55;11036.0
CZ0005112300;1415059211;610.0;443470.0
CZ0005112300;1415059211;610.0;205570.0
CZ0005112300;1415059211;610.0;251930.0
CZ0005112300;1415059211;610.0;12200.0
CZ0005112300;1415059211;610.0;452010.0
CZ0005112300;1415059211;610.0;122000.0
CZ0005112300;1415059211;610.0;162870.0
CZ0005112300;1415059211;610.0;151280.0
CZ0005112300;1415059211;610.0;115290.0
CZ0005112300;1415059211;610.0;61000.0
CZ0005112300;1415059211;610.0;6710.0
CZ0005112300;1415059211;610.0;42090.0
CZ0005112300;1415059211;610.0;18300.0
CZ0005112300;1415059211;610.0;115290.0
CZ0005112300;1415059211;610.0;189710.0
CZ0005112300;1415059211;610.0;773480.0
CZ0005112300;1415059211;610.0;141520.0
CZ0005112300;1415059211;610.0;84790.0
CZ0005112300;1415059211;610.0;88450.0
CZ0005112300;1415059211;610.0;51850.0
CZ0005112300;1415059211;610.0;57950.0
CZ0005112300;1415059302;610.0;3050.0
CZ0005112300;1415059323;611.0;122200.0
CZ0005112300;1415059356;614.0;122800.0
CZ0005112300;1415059356;614.0;14736.0
CZ0005112300;1415059356;614.0;122800.0
CZ0005112300;1415059362;614.0;1285102.0
CZ0005112300;1415059501;614.0;92100.0
CZ0005112300;1415059515;614.3;176304.0
CZ0005112300;1415059520;614.3;176304.0
CZ0005112300;1415059520;614.3;176304.0
CZ0005112300;1415059520;614.3;176304.0
CZ0005112300;1415059520;614.3;45458.0
CZ0005112300;1415059524;614.0;130782.0
CZ0005112300;1415059538;613.5;153375.0
CZ0005112300;1415059538;613.5;135584.0
CZ0005112300;1415059549;613.5;17792.0
CZ0005112300;1415059648;612.9;66806.0
CZ0005112300;1415059649;612.9;55774.0
CZ0005112300;1415059655;612.7;30635.0
CZ0005112300;1415059655;612.7;610862.0
CZ0005112300;1415059655;613.0;59461.0
CZ0005112300;1415059658;612.6;30630.0
CZ0005112300;1415059658;612.7;69848.0
CZ0005112300;1415059658;612.6;59422.0
CZ0005112300;1415059661;612.9;265386.0
CZ0005112300;1415059665;612.6;419018.0
CZ0005112300;1415059666;612.6;99854.0
CZ0005112300;1415059669;612.5;30625.0
CZ0005112300;1415059690;611.0;292058.0
CZ0005112300;1415060023;611.1;7944.0
CZ0005112300;1415060075;612.6;42269.0
CZ0005112300;1415060098;612.1;419901.0
CZ0005112300;1415060126;611.8;67910.0
CZ0005112300;1415060200;611.0;312221.0
CZ0005112300;1415060249;611.0;61100.0
CZ0005112300;1415060249;611.0;30550.0
CZ0005112300;1415060251;611.0;305500.0
CZ0005112300;1415060291;610.0;297070.0
CZ0005112300;1415060291;610.0;7930.0
CZ0005112300;1415060303;609.6;46330.0
CZ0005112300;1415060303;609.1;264959.0
CZ0005112300;1415060342;609.8;718954.0
CZ0005112300;1415060371;609.0;12180.0
CZ0005112300;1415060371;609.3;374720.0
CZ0005112300;1415060371;609.3;264436.0
CZ0005112300;1415060371;609.0;18879.0
CZ0005112300;1415060383;609.1;383124.0
CZ0005112300;1415060555;611.5;67877.0
CZ0005112300;1415060556;611.0;198575.0
CZ0005112300;1415060562;611.0;170469.0
CZ0005112300;1415060656;610.9;472226.0
CZ0005112300;1415060669;610.0;273890.0
CZ0005112300;1415060718;610.3;538895.0
CZ0005112300;1415060718;610.5;1358973.0
CZ0005112300;1415060729;612.0;183600.0
CZ0005112300;1415060729;612.0;263160.0
CZ0005112300;1415060732;612.8;74149.0
CZ0005112300;1415060896;612.9;10419.0
